<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
D&J-IND,60,20170320,190000,20951.5574055,20953.6174750,20934.4068264,20946.8772474,3580
D&J-IND,60,20170320,200000,20947.0572535,20951.1873930,20931.5567302,20945.5172015,3600
D&J-IND,60,20170320,210000,20945.5072012,20945.7072079,20897.5055805,20905.2758428,3599
D&J-IND,60,20170320,220000,20905.7458587,20921.8964040,20886.4052057,20899.7956578,3600
D&J-IND,60,20170320,230000,20899.7856574,20934.9168436,20895.9955295,20907.6359225,3591
D&J-IND,60,20170321,000000,20908.6459566,20908.6459566,20906.2158746,20906.5658864,1201
D&J-IND,60,20170321,170000,20957.0375905,20970.7480534,20937.2969240,20939.3269925,1798
D&J-IND,60,20170321,180000,20939.3269925,20939.3869945,20774.5314284,20795.4821358,3584
D&J-IND,60,20170321,190000,20795.2121266,20798.2822303,20707.2691573,20766.4611559,3559
D&J-IND,60,20170321,200000,20766.4711562,20790.5019676,20717.2594947,20736.9301588,3587
D&J-IND,60,20170321,210000,20736.6301487,20746.5804846,20678.9782021,20689.0085408,3594
D&J-IND,60,20170321,220000,20688.8985371,20738.8702243,20680.6782595,20713.4593663,3586
D&J-IND,60,20170321,230000,20713.2793603,20728.6398789,20653.9573573,20668.7778577,3545
D&J-IND,60,20170322,000000,20668.0278324,20669.1878716,20668.0278324,20668.7078554,1199
D&J-IND,60,20170322,170000,20641.1169238,20650.8572527,20595.2153740,20595.2153740,1758
D&J-IND,60,20170322,180000,20595.3053770,20645.6270761,20579.6448483,20632.7566415,3523
D&J-IND,60,20170322,190000,20631.6266034,20670.1279033,20610.0058734,20660.2175687,3548
D&J-IND,60,20170322,200000,20660.3875744,20669.2778746,20617.0761121,20635.7567428,3566
D&J-IND,60,20170322,210000,20635.6167381,20655.1673982,20599.2855114,20615.5760614,3550
D&J-IND,60,20170322,220000,20615.2960520,20659.8575565,20614.6760310,20655.6874157,3578
D&J-IND,60,20170322,230000,20654.0573607,20686.9084699,20645.5870747,20664.6377179,3483
D&J-IND,60,20170323,000000,20663.6776855,20663.6776855,20661.8676244,20661.9976288,1200
D&J-IND,60,20170323,170000,20645.7670808,20672.7479918,20619.3161877,20662.3076393,1746
D&J-IND,60,20170323,180000,20670.7979259,20708.0091823,20651.1772635,20699.5688974,3406
D&J-IND,60,20170323,190000,20697.8488393,20747.2805083,20697.5488291,20731.5799782,3599
D&J-IND,60,20170323,200000,20731.5999788,20758.5908902,20728.9798904,20757.4508517,3599
D&J-IND,60,20170323,210000,20757.1208405,20757.4408513,20678.4281836,20715.2594271,3585
D&J-IND,60,20170323,220000,20715.2194258,20736.3401389,20705.2990908,20708.7092060,3597
D&J-IND,60,20170323,230000,20708.6092026,20712.1293214,20632.2166233,20659.3675400,3526
D&J-IND,60,20170324,000000,20659.3675400,20659.3675400,20657.2074671,20657.2774694,1199
D&J-IND,60,20170324,170000,20675.1480728,20708.4191962,20675.1480728,20687.5584918,1797
D&J-IND,60,20170324,180000,20688.1585121,20717.1294903,20678.5381873,20711.9993170,3599
D&J-IND,60,20170324,190000,20712.2893268,20719.0295544,20678.6381906,20689.0185411,3600
D&J-IND,60,20170324,200000,20688.6385283,20694.5287272,20626.7664393,20664.3277075,3595
D&J-IND,60,20170324,210000,20664.4677122,20671.6779556,20617.7961364,20619.6461989,3597
D&J-IND,60,20170324,220000,20619.8462056,20639.8268802,20582.5549465,20586.5950829,3597
D&J-IND,60,20170324,230000,20586.1950694,20653.4473401,20530.3631843,20598.1754739,3516
D&J-IND,60,20170325,000000,20602.4856194,20602.4856194,20597.4154483,20597.4154483,1199
D&J-IND,60,20170327,170000,20489.0417891,20492.6419107,20413.4892382,20480.2114910,1799
D&J-IND,60,20170327,180000,20476.4013624,20489.6218087,20447.7203940,20488.6017743,3600
D&J-IND,60,20170327,190000,20488.2917638,20542.5335952,20468.3610909,20530.9032025,3600
D&J-IND,60,20170327,200000,20531.1532110,20566.6644100,20524.4329841,20557.3740963,3598
D&J-IND,60,20170327,210000,20557.1040872,20579.1548317,20532.8032667,20537.2534170,3600
D&J-IND,60,20170327,220000,20537.2834180,20554.6840055,20514.4526471,20547.0237468,3600
D&J-IND,60,20170327,230000,20546.9237435,20572.1445950,20538.1534473,20551.2838907,3586
D&J-IND,60,20170328,000000,20551.2838907,20551.9439130,20551.1538863,20551.6739038,1199
D&J-IND,60,20170328,170000,20542.8336054,20562.5842722,20520.7928612,20541.1535486,1800
D&J-IND,60,20170328,180000,20540.1035132,20601.3955826,20540.1035132,20600.7155597,3599
D&J-IND,60,20170328,190000,20600.5455539,20654.6773816,20599.9955354,20647.6371439,3599
D&J-IND,60,20170328,200000,20647.7171466,20657.2374681,20637.0567867,20654.6473806,3600
D&J-IND,60,20170328,210000,20654.4173729,20713.2093579,20654.4173729,20710.1992563,3599
D&J-IND,60,20170328,220000,20710.4092634,20736.3101379,20702.5189970,20709.6492377,3600
D&J-IND,60,20170328,230000,20710.1292539,20731.3999721,20698.1988511,20701.3089561,3593
D&J-IND,60,20170329,000000,20701.3089561,20702.6090000,20701.3089561,20702.1989862,1199
D&J-IND,60,20170329,170000,20676.4481167,20676.4481167,20639.9868856,20670.9779320,1798
D&J-IND,60,20170329,180000,20671.1579381,20676.9081322,20646.8271166,20667.5678169,3600
D&J-IND,60,20170329,190000,20666.8177915,20670.2179063,20625.7264041,20650.1472287,3599
D&J-IND,60,20170329,200000,20650.2672327,20663.3076730,20631.2665912,20639.8168799,3600
D&J-IND,60,20170329,210000,20639.3668647,20669.3678776,20637.1667904,20668.5078486,3600
D&J-IND,60,20170329,220000,20668.5578503,20683.5383561,20658.1774998,20674.5880539,3599
D&J-IND,60,20170329,230000,20674.6880573,20685.4284199,20653.3373364,20661.8676244,3590
D&J-IND,60,20170330,000000,20661.8676244,20661.8676244,20660.0175619,20660.0175619,1199
D&J-IND,60,20170330,170000,20663.4876791,20683.0283389,20644.2970312,20678.6481910,1799
D&J-IND,60,20170330,180000,20677.6181562,20754.4807514,20677.1081390,20749.0405677,3597
D&J-IND,60,20170330,190000,20748.6105532,20754.4107490,20704.0190476,20704.0190476,3600
D&J-IND,60,20170330,200000,20703.9490452,20716.3094626,20672.6479884,20692.1986485,3583
D&J-IND,60,20170330,210000,20692.3286529,20735.6001139,20689.5685597,20725.2297638,3597
D&J-IND,60,20170330,220000,20725.2497644,20739.6602510,20709.7792421,20718.9195507,3596
D&J-IND,60,20170330,230000,20718.7895463,20739.6602510,20715.3894315,20725.1597614,3567
D&J-IND,60,20170331,000000,20726.7398147,20729.2198985,20726.7398147,20729.1898975,1201
D&J-IND,60,20170331,170000,20701.0389470,20701.0389470,20679.2282106,20681.2882801,1799
D&J-IND,60,20170331,180000,20681.3582825,20708.4591975,20677.4381501,20686.6784621,3600
D&J-IND,60,20170331,190000,20686.6984628,20707.3691607,20681.8482990,20690.3985877,3585
D&J-IND,60,20170331,200000,20690.3385857,20707.1491533,20688.3385182,20700.4489271,3600
D&J-IND,60,20170331,210000,20700.4689277,20723.2896983,20695.1087468,20698.4888609,3537
D&J-IND,60,20170331,220000,20698.2288521,20699.6288994,20661.3776079,20670.2779084,3599
D&J-IND,60,20170331,230000,20670.2079060,20719.4995703,20662.8576578,20662.8576578,3586
D&J-IND,60,20170401,000000,20662.6176497,20664.1877027,20662.6176497,20663.9176936,1199
D&J-IND,60,20170403,170000,20665.8677595,20693.0386769,20664.8077237,20669.5778847,1799
D&J-IND,60,20170403,180000,20670.8479276,20678.2581778,20584.5350134,20587.8851265,3597
D&J-IND,60,20170403,190000,20587.9951302,20604.5856904,20546.1137161,20559.5041682,3599
D&J-IND,60,20170403,200000,20559.2641601,20593.4853156,20518.5127842,20593.4853156,3600
D&J-IND,60,20170403,210000,20593.5453176,20608.4258200,20579.0248273,20598.7354928,3600
D&J-IND,60,20170403,220000,20598.9755009,20644.4270355,20575.5647105,20636.3367624,3600
D&J-IND,60,20170403,230000,20635.9667499,20668.4678473,20631.2165895,20653.4873415,3589
D&J-IND,60,20170404,000000,20653.3173357,20653.3173357,20650.9072543,20650.9072543,1199
D&J-IND,60,20170404,170000,20635.6367388,20652.5773107,20623.4863285,20641.9169508,1799
D&J-IND,60,20170404,180000,20642.0169542,20663.0076629,20605.9957380,20653.2473334,3599
D&J-IND,60,20170404,190000,20653.1573303,20701.9889791,20649.7772162,20691.8086353,3579
D&J-IND,60,20170404,200000,20691.6386296,20695.3987566,20649.3972034,20654.3473705,3597
D&J-IND,60,20170404,210000,20654.3573708,20676.7281262,20647.3571345,20674.5680532,3599
D&J-IND,60,20170404,220000,20674.9180650,20693.1986823,20668.9478635,20669.1578706,3600
D&J-IND,60,20170404,230000,20669.1578706,20694.8087366,20657.6174809,20688.2685158,3588
D&J-IND,60,20170405,000000,20688.3685192,20690.0785769,20688.2985168,20689.9385722,1199
D&J-IND,60,20170405,170000,20745.7604570,20840.1936454,20745.7604570,20837.5735569,1798
D&J-IND,60,20170405,180000,20838.0735738,20888.2052664,20825.0131328,20860.3943274,3589
D&J-IND,60,20170405,190000,20860.4343288,20865.9745158,20791.0119848,20821.7030211,3592
D&J-IND,60,20170405,200000,20821.6030177,20854.6141323,20819.6529519,20845.0338088,3560
D&J-IND,60,20170405,210000,20844.4437889,20866.4945334,20844.1537791,20854.4641272,3576
D&J-IND,60,20170405,220000,20854.6941350,20854.6941350,20750.7606258,20756.2708118,2710
D&J-IND,60,20170405,230000,20756.5108199,20776.1914844,20640.2468944,20649.6072105,2660
D&J-IND,60,20170406,000000,20647.6871456,20648.9871895,20647.6871456,20648.8471848,1184
D&J-IND,60,20170406,170000,20654.4673745,20682.7583298,20612.8659699,20675.7680937,1795
D&J-IND,60,20170406,180000,20676.2481100,20710.2092566,20654.3673712,20680.4382514,3594
D&J-IND,60,20170406,190000,20680.1882430,20719.1495585,20676.8381299,20707.0191489,3598
D&J-IND,60,20170406,200000,20707.1891546,20714.0493863,20677.4481505,20692.3786546,3598
D&J-IND,60,20170406,210000,20692.6386634,20747.1605042,20690.0685766,20715.7894450,3600
D&J-IND,60,20170406,220000,20715.7294430,20722.5896746,20645.9870882,20653.9773580,3598
D&J-IND,60,20170406,230000,20653.9773580,20679.8382312,20651.1372621,20665.9777632,3570
D&J-IND,60,20170407,000000,20665.1477352,20665.1477352,20663.5776821,20663.6476845,1200
D&J-IND,60,20170407,170000,20648.5071733,20693.6986991,20614.3360196,20618.5661624,1794
D&J-IND,60,20170407,180000,20618.2961533,20680.0382379,20607.6457937,20651.4572729,3593
D&J-IND,60,20170407,190000,20651.5172749,20670.7279236,20632.7466412,20663.8776923,3594
D&J-IND,60,20170407,200000,20663.9076933,20685.4184196,20663.7676886,20683.3883510,3600
D&J-IND,60,20170407,210000,20683.3183487,20725.9697887,20671.3979462,20708.6392036,3590
D&J-IND,60,20170407,220000,20708.5291999,20726.7698158,20676.6281228,20678.0581711,3596
D&J-IND,60,20170407,230000,20677.9481674,20692.8486704,20653.5773445,20658.1975005,3570
D&J-IND,60,20170408,000000,20657.8574890,20657.9174910,20656.5874461,20656.7974532,1200
D&J-IND,60,20170410,170000,20668.9178625,20716.2194595,20662.8776585,20713.7093748,1799
D&J-IND,60,20170410,180000,20711.8593123,20751.0306349,20704.9090777,20726.4898063,3599
D&J-IND,60,20170410,190000,20726.0997931,20736.5901473,20649.5472084,20667.5578165,3598
D&J-IND,60,20170410,200000,20667.6678202,20707.8891783,20615.5560608,20703.5790327,3590
D&J-IND,60,20170410,210000,20703.5090304,20726.2697989,20698.2788538,20712.2393252,3600
D&J-IND,60,20170410,220000,20712.0493187,20713.0193515,20670.2879087,20699.6589004,3600
D&J-IND,60,20170410,230000,20699.5288960,20713.9493829,20646.5071058,20657.5474785,3577
D&J-IND,60,20170411,000000,20657.4774762,20658.7175181,20657.4774762,20658.7175181,1199
D&J-IND,60,20170411,170000,20645.0170555,20660.7275859,20586.1150667,20625.0063798,1798
D&J-IND,60,20170411,180000,20624.9963795,20635.4567327,20513.2526066,20538.0034423,3594
D&J-IND,60,20170411,190000,20537.8634376,20573.6246450,20528.6431262,20566.4544029,3597
D&J-IND,60,20170411,200000,20566.5244053,20635.3367286,20555.4540315,20628.6465027,3598
D&J-IND,60,20170411,210000,20628.8965112,20660.3075717,20617.4161236,20630.7265730,3595
D&J-IND,60,20170411,220000,20630.7265730,20656.4574417,20600.2355435,20638.9268498,3597
D&J-IND,60,20170411,230000,20638.9168495,20654.0273597,20595.1153706,20653.9573573,3584
D&J-IND,60,20170412,000000,20653.9573573,20653.9573573,20651.9972911,20651.9972911,1198
D&J-IND,60,20170412,170000,20638.6468404,20643.2369954,20609.6558615,20621.7562701,1799
D&J-IND,60,20170412,180000,20621.5362627,20639.6768752,20587.6051170,20595.5753861,3600
D&J-IND,60,20170412,190000,20595.9553990,20610.3558852,20553.7239731,20577.0447605,3598
D&J-IND,60,20170412,200000,20576.8447537,20596.4954172,20564.6943435,20574.2646666,3599
D&J-IND,60,20170412,210000,20574.0646598,20627.4164612,20571.4245707,20625.4263940,3596
D&J-IND,60,20170412,220000,20625.6264008,20632.7966429,20578.9148236,20595.5853865,3597
D&J-IND,60,20170412,230000,20595.5353848,20610.2158804,20571.4345710,20589.5651832,3583
D&J-IND,60,20170413,000000,20589.6351856,20592.5552842,20589.2851737,20592.5552842,1199
D&J-IND,60,20170413,170000,20562.3842655,20603.6256579,20531.0632079,20586.5150802,1799
D&J-IND,60,20170413,180000,20586.4350775,20612.9659733,20577.5747784,20596.6854236,3600
D&J-IND,60,20170413,190000,20596.8654297,20610.2358811,20581.9849273,20597.5754537,3599
D&J-IND,60,20170413,200000,20597.2754435,20597.2754435,20524.9030000,20531.3132164,3599
D&J-IND,60,20170413,210000,20531.3432174,20534.1833133,20483.0315862,20496.8520528,3599
D&J-IND,60,20170413,220000,20496.8920542,20538.7934690,20494.3319678,20533.1632789,3598
D&J-IND,60,20170413,230000,20532.9532718,20538.6734649,20456.1906800,20456.7206979,3580
D&J-IND,60,20170414,000000,20456.7206979,20456.9907070,20453.9406040,20453.9406040,1199
D&J-IND,60,20170417,170000,20485.4416676,20535.4833572,20485.4416676,20527.5530894,1799
D&J-IND,60,20170417,180000,20527.5530894,20556.8240777,20524.1529746,20555.8340443,3597
D&J-IND,60,20170417,190000,20555.8740457,20578.4848091,20550.3538593,20551.5038981,3598
D&J-IND,60,20170417,200000,20551.3638934,20578.0347939,20550.5738667,20565.7843803,3598
D&J-IND,60,20170417,210000,20565.8143813,20593.3053095,20563.5143036,20583.4549769,3598
D&J-IND,60,20170417,220000,20583.5049786,20594.3253439,20573.3546359,20581.8349222,3592
D&J-IND,60,20170417,230000,20580.9748932,20645.1070585,20573.7646497,20642.4869700,3575
D&J-IND,60,20170418,000000,20642.4869700,20642.5469721,20637.1367894,20637.6168056,1199
D&J-IND,60,20170418,170000,20562.0842553,20600.8155631,20526.2530455,20596.9654331,1782
D&J-IND,60,20170418,180000,20596.2354084,20599.7255263,20527.3530827,20543.7236354,3591
D&J-IND,60,20170418,190000,20544.3936580,20559.2541598,20478.4014299,20480.5615028,3597
D&J-IND,60,20170418,200000,20480.2714930,20498.4421065,20462.9709089,20482.6915747,3594
D&J-IND,60,20170418,210000,20482.5615703,20521.1328727,20468.9711115,20517.6127538,3598
D&J-IND,60,20170418,220000,20518.3227778,20549.2438218,20508.9424611,20522.6329233,3599
D&J-IND,60,20170418,230000,20522.3929152,20544.7536702,20501.7122169,20521.2328760,3573
D&J-IND,60,20170419,000000,20521.2328760,20525.1330077,20521.2328760,20523.9729686,1199
D&J-IND,60,20170419,170000,20504.2123014,20547.3837590,20504.2123014,20533.2132805,1761
D&J-IND,60,20170419,180000,20533.8533022,20534.8033342,20480.5115011,20499.8921555,3502
D&J-IND,60,20170419,190000,20499.9021558,20518.2427751,20485.4216669,20486.2016933,3518
D&J-IND,60,20170419,200000,20486.8017135,20488.1717598,20447.4503849,20474.4812975,3560
D&J-IND,60,20170419,210000,20474.4312958,20474.4712972,20437.0800347,20462.4808923,3531
D&J-IND,60,20170419,220000,20462.5808957,20469.4211267,20406.2789948,20413.5392399,3499
D&J-IND,60,20170419,230000,20413.5992419,20423.6595816,20380.2381155,20404.7389428,3452
D&J-IND,60,20170420,000000,20403.2288918,20405.1789576,20403.2288918,20405.1789576,1199
D&J-IND,60,20170420,170000,20407.3690316,20468.3710912,20407.3690316,20436.0600003,1799
D&J-IND,60,20170420,180000,20436.0900013,20500.1421639,20435.7499898,20493.2519313,3600
D&J-IND,60,20170420,190000,20493.1019262,20549.7838400,20480.9515160,20546.5437306,3601
D&J-IND,60,20170420,200000,20546.7537377,20590.8852278,20543.4836273,20572.2245977,3597
D&J-IND,60,20170420,210000,20572.2245977,20630.4765645,20569.0544907,20622.1962850,3600
D&J-IND,60,20170420,220000,20622.3262893,20624.0463474,20597.1454391,20601.2155766,3600
D&J-IND,60,20170420,230000,20601.1355739,20614.7860348,20578.0047929,20581.2949040,3587
D&J-IND,60,20170421,000000,20581.2949040,20581.2949040,20579.4048401,20579.4048401,1199
D&J-IND,60,20170421,170000,20578.7948196,20602.0956063,20562.3542645,20571.8045835,1796
D&J-IND,60,20170421,180000,20572.9646227,20590.0852008,20559.6941746,20570.6445444,3594
D&J-IND,60,20170421,190000,20570.5245403,20597.9354658,20550.7038711,20588.8351586,3593
D&J-IND,60,20170421,200000,20588.7251548,20590.0151984,20558.3141280,20561.6142395,3596
D&J-IND,60,20170421,210000,20561.5142361,20578.3848057,20506.0223625,20573.2746332,3584
D&J-IND,60,20170421,220000,20573.0546257,20593.7353240,20566.7044113,20581.9549262,3600
D&J-IND,60,20170421,230000,20582.2149350,20583.7349864,20548.3137904,20551.3138917,3550
D&J-IND,60,20170422,000000,20551.6339025,20551.6339025,20548.4537951,20548.4537951,1201
D&J-IND,60,20170424,170000,20724.2897320,20764.5110900,20724.2897320,20759.0309050,1753
D&J-IND,60,20170424,180000,20760.9609702,20781.9916803,20752.2306754,20763.8010661,3532
D&J-IND,60,20170424,190000,20763.7510644,20772.4713588,20733.3200369,20741.2303040,3542
D&J-IND,60,20170424,200000,20742.0203307,20766.7511657,20742.0203307,20759.5909239,3566
D&J-IND,60,20170424,210000,20759.6809270,20779.0915823,20758.4708861,20775.9914777,3568
D&J-IND,60,20170424,220000,20775.9914777,20792.9020486,20765.1411113,20771.8813389,3562
D&J-IND,60,20170424,230000,20772.4013565,20789.6619392,20761.9110023,20767.3811870,3516
D&J-IND,60,20170425,000000,20766.7511657,20766.7511657,20764.3910860,20764.5910928,1199
D&J-IND,60,20170425,170000,20916.2162122,20974.6281844,20910.0860052,20968.6179815,1798
D&J-IND,60,20170425,180000,20968.1279649,21004.6091967,20963.9178228,20989.7286943,3598
D&J-IND,60,20170425,190000,20989.4686855,21015.6195684,20987.0186028,21004.8792058,3600
D&J-IND,60,20170425,200000,21004.8492048,21018.5696680,20988.8386642,20997.5989600,3598
D&J-IND,60,20170425,210000,20997.5689590,21026.3399304,20996.2689151,21014.2395218,3598
D&J-IND,60,20170425,220000,21013.9995137,21027.6799756,20997.9389715,21002.6091292,3600
D&J-IND,60,20170425,230000,21002.4891251,21025.2398933,20996.6189269,20997.2689489,3573
D&J-IND,60,20170426,000000,20997.1989465,20997.1989465,20996.4889225,20996.8289340,1199
D&J-IND,60,20170426,170000,21010.6594010,21034.2301968,20996.8989364,21023.4198318,1799
D&J-IND,60,20170426,180000,21023.9498497,21036.5702758,21014.5195313,21033.8301833,3600
D&J-IND,60,20170426,190000,21033.9301867,21071.6114589,21020.8497450,21035.4102367,3598
D&J-IND,60,20170426,200000,21036.0002566,21066.6512915,21030.4200682,21062.7011581,3104
D&J-IND,60,20170426,210000,21062.0711368,21069.1513759,21015.8895776,21032.6401431,3597
D&J-IND,60,20170426,220000,21031.6301090,21044.9905601,21014.5395320,21026.0099193,3589
D&J-IND,60,20170426,230000,21026.0599209,21044.8805564,20972.9781287,20980.1183698,3551
D&J-IND,60,20170427,000000,20980.1183698,20980.1883721,20975.7982239,20975.7982239,1199
D&J-IND,60,20170427,170000,20991.8287652,21001.4590903,20974.2081702,20984.3985143,1765
D&J-IND,60,20170427,180000,20984.4685167,21006.5092608,20938.5469662,20956.8675847,3522
D&J-IND,60,20170427,190000,20955.6675442,20965.5378775,20936.5068973,20948.1372900,3547
D&J-IND,60,20170427,200000,20948.5273031,21006.2792531,20945.1171880,21006.1592490,3557
D&J-IND,60,20170427,210000,21006.1892500,21006.1892500,20984.6785238,20988.3486477,3568
D&J-IND,60,20170427,220000,20987.3186129,20999.7390323,20979.6783549,20993.5288226,3574
D&J-IND,60,20170427,230000,20993.4788209,20994.1988452,20969.2980044,20986.0185690,3509
D&J-IND,60,20170428,000000,20983.6784900,20983.6784900,20981.9684322,20982.0384346,1199
D&J-IND,60,20170428,170000,20985.5985548,20988.4686517,20956.9175864,20967.5779464,1765
D&J-IND,60,20170428,180000,20969.0179950,20969.3480061,20932.4267595,20962.7877846,3516
D&J-IND,60,20170428,190000,20962.7177823,20968.8479893,20935.6368679,20947.5172690,3542
D&J-IND,60,20170428,200000,20948.1672910,20967.0979302,20944.6371718,20951.9674193,3535
D&J-IND,60,20170428,210000,20952.0674227,20952.8174480,20934.5768321,20942.7371076,3560
D&J-IND,60,20170428,220000,20942.7471080,20948.0372866,20927.4565917,20935.2768558,3564
D&J-IND,60,20170428,230000,20935.3068568,20954.0674902,20929.2266515,20939.7070053,3539
D&J-IND,60,20170429,000000,20939.0569834,20941.3570611,20938.7869743,20941.2170563,1200
D&J-IND,60,20170501,170000,20963.4378066,20965.5178768,20932.2867548,20941.8670783,1799
D&J-IND,60,20170501,180000,20941.7670749,20972.2181030,20913.1661092,20967.6179477,3598
D&J-IND,60,20170501,190000,20967.4879433,20970.2480365,20936.7969071,20948.9173163,3597
D&J-IND,60,20170501,200000,20949.0073194,20963.2978019,20899.0856338,20929.4066576,3592
D&J-IND,60,20170501,210000,20929.5366619,20960.3877036,20923.7264658,20960.3877036,3601
D&J-IND,60,20170501,220000,20961.1277286,20977.3282756,20941.4770651,20950.5273707,3597
D&J-IND,60,20170501,230000,20950.5273707,20963.7478171,20920.4663557,20922.0064077,3571
D&J-IND,60,20170502,000000,20922.0064077,20922.0064077,20914.1661430,20914.1661430,1199
D&J-IND,60,20170502,170000,20941.8970793,20961.6277455,20910.2860120,20911.7260606,1758
D&J-IND,60,20170502,180000,20908.1659404,20940.8070425,20905.9158644,20931.8867413,3502
D&J-IND,60,20170502,190000,20931.2567200,20943.1671222,20904.7658256,20938.6969712,3507
D&J-IND,60,20170502,200000,20938.7069716,20957.6176101,20938.5369658,20945.0671863,3539
D&J-IND,60,20170502,210000,20944.8671796,20949.8573481,20934.5268304,20940.0270161,3545
D&J-IND,60,20170502,220000,20939.8370097,20949.8073464,20921.3263847,20927.5165937,3543
D&J-IND,60,20170502,230000,20927.6765991,20946.3872309,20922.5164249,20944.4671661,3479
D&J-IND,60,20170503,000000,20947.1772576,20950.5973730,20947.1772576,20950.5973730,1200
D&J-IND,60,20170503,170000,20915.7061950,20926.1365471,20902.4857486,20921.4963905,1796
D&J-IND,60,20170503,180000,20921.4963905,20926.8565715,20874.8848167,20887.5352438,3590
D&J-IND,60,20170503,190000,20887.4652415,20939.9270128,20886.0151925,20938.7469729,3593
D&J-IND,60,20170503,200000,20937.8169415,20947.6172724,20921.9064043,20930.4466927,3598
D&J-IND,60,20170503,210000,20931.0767139,20937.7369388,20902.1757381,20932.2867548,3599
D&J-IND,60,20170503,220000,20932.3267562,20956.1475604,20923.2064482,20950.2073599,3591
D&J-IND,60,20170503,230000,20950.3973663,20973.4481446,20947.1772576,20954.0874909,3542
D&J-IND,60,20170504,000000,20955.7875483,20958.6076435,20955.7875483,20958.6076435,1200
D&J-IND,60,20170504,170000,20988.5386541,20991.4987540,20918.5662915,20935.7168706,1798
D&J-IND,60,20170504,180000,20935.1268507,20952.6274416,20915.3961845,20930.8067048,3600
D&J-IND,60,20170504,190000,20930.7767038,20950.3273639,20919.3763189,20925.5865286,3597
D&J-IND,60,20170504,200000,20925.4365235,20931.1467163,20848.6539310,20926.6665650,3598
D&J-IND,60,20170504,210000,20926.0865455,20943.2671255,20917.6662612,20932.6467670,3600
D&J-IND,60,20170504,220000,20932.8867751,20949.7973460,20908.2459431,20932.2967551,3598
D&J-IND,60,20170504,230000,20932.2067521,20953.7874808,20921.8864036,20949.6273403,3586
D&J-IND,60,20170505,000000,20949.8273470,20952.1774264,20949.6873423,20952.1774264,1199
D&J-IND,60,20170505,170000,20929.7466690,20949.0973224,20921.2763831,20930.3766903,1799
D&J-IND,60,20170505,180000,20928.5166275,20947.2972616,20905.7058573,20928.2466184,3556
D&J-IND,60,20170505,190000,20927.9166073,20950.2673619,20920.2263476,20949.1973258,3600
D&J-IND,60,20170505,200000,20948.7473106,20952.3174311,20916.0962081,20938.1469527,3600
D&J-IND,60,20170505,210000,20938.2869574,20962.8377863,20933.0967822,20961.8777539,3600
D&J-IND,60,20170505,220000,20962.2377661,20986.6885916,20959.8476854,20972.5981159,3597
D&J-IND,60,20170505,230000,20972.5481142,21005.8992402,20966.0778957,21005.7992369,3587
D&J-IND,60,20170506,000000,21005.7992369,21007.6492993,21005.7992369,21007.6492993,1199
D&J-IND,60,20170508,170000,20991.9687699,21015.9695803,20971.7580875,20974.4081770,1799
D&J-IND,60,20170508,180000,20974.1181672,20999.7590329,20972.3681081,20990.0787061,3600
D&J-IND,60,20170508,190000,20990.1387081,21000.9790741,20977.9282958,20995.5988925,3579
D&J-IND,60,20170508,200000,20995.4788884,21014.9995475,20986.6185893,21009.0993483,3600
D&J-IND,60,20170508,210000,21009.1293493,21018.5996691,21004.9392078,21012.4294607,3600
D&J-IND,60,20170508,220000,21012.3594584,21012.3894594,20990.7687294,21002.4891251,3600
D&J-IND,60,20170508,230000,21002.4891251,21009.4593604,20986.5185859,21009.1493500,3589
D&J-IND,60,20170509,000000,21007.8693068,21012.9894796,21007.8693068,21012.9894796,1201
D&J-IND,60,20170509,170000,21022.9898173,21041.1804315,21017.4096289,21032.5701408,1799
D&J-IND,60,20170509,180000,21033.1801614,21047.5606469,21015.0295485,21025.7299098,3498
D&J-IND,60,20170509,190000,21025.9599176,21027.9299841,21000.0290420,21020.1997231,3600
D&J-IND,60,20170509,200000,21020.1497214,21023.1598230,20994.5388567,20997.3689522,3600
D&J-IND,60,20170509,210000,20997.4689556,21006.3692561,20976.7982577,20990.6287247,3599
D&J-IND,60,20170509,220000,20990.7287280,21000.5690603,20982.0684356,20991.8487658,3600
D&J-IND,60,20170509,230000,20991.7887638,21003.2491508,20938.7469729,20975.8582259,3578
D&J-IND,60,20170510,000000,20976.3482425,20976.6282519,20975.0481986,20976.4882472,1200
D&J-IND,60,20170510,170000,20959.1976634,20959.1976634,20907.1559063,20929.0866468,1799
D&J-IND,60,20170510,180000,20928.5666292,20949.5673383,20905.9658661,20941.7670749,3578
D&J-IND,60,20170510,190000,20941.8370773,20976.9882641,20937.4469290,20953.9774872,3545
D&J-IND,60,20170510,200000,20953.8074814,20962.6577802,20951.4474017,20958.7376479,3592
D&J-IND,60,20170510,210000,20958.7476482,20963.8578208,20938.5969679,20943.0071168,3599
D&J-IND,60,20170510,220000,20943.0071168,20943.6471384,20884.8551533,20919.4563216,3600
D&J-IND,60,20170510,230000,20919.3663186,20945.6572062,20919.3663186,20941.6370705,3590
D&J-IND,60,20170511,000000,20941.8370773,20944.3071607,20941.3570611,20943.8171441,1199
D&J-IND,60,20170511,170000,20926.4265569,20926.4265569,20807.0725271,20826.9131970,1797
D&J-IND,60,20170511,180000,20827.2232075,20838.8035985,20799.6022749,20835.9735029,3599
