<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
D&J-IND,60,20110521,000000,12540.2700000,12551.2900000,12497.5900000,12510.3800000,0
D&J-IND,60,20110521,010000,12510.8300000,12512.1200000,12510.8300000,12512.0400000,0
D&J-IND,60,20110523,180000,12466.3300000,12466.4800000,12340.7700000,12375.5900000,0
D&J-IND,60,20110523,190000,12375.3600000,12391.0300000,12352.3100000,12365.1400000,0
D&J-IND,60,20110523,200000,12365.0700000,12377.4800000,12333.9600000,12349.9300000,0
D&J-IND,60,20110523,210000,12349.7800000,12368.4000000,12331.7700000,12360.8300000,0
D&J-IND,60,20110523,220000,12363.2100000,12380.8100000,12350.6500000,12376.8700000,0
D&J-IND,60,20110523,230000,12376.8000000,12416.1500000,12373.2000000,12401.2400000,0
D&J-IND,60,20110524,000000,12401.7400000,12414.3000000,12373.4300000,12381.3400000,0
D&J-IND,60,20110524,010000,12380.4300000,12381.2600000,12380.4300000,12381.2600000,0
D&J-IND,60,20110524,180000,12382.1000000,12415.5100000,12381.9400000,12408.2100000,0
D&J-IND,60,20110524,190000,12407.9000000,12422.5500000,12372.9400000,12376.3400000,0
D&J-IND,60,20110524,200000,12374.9100000,12399.9900000,12363.4000000,12369.2700000,0
D&J-IND,60,20110524,210000,12369.3400000,12376.9100000,12356.5900000,12364.7600000,0
D&J-IND,60,20110524,220000,12364.5400000,12381.1500000,12350.0400000,12376.0400000,0
D&J-IND,60,20110524,230000,12376.2700000,12395.0000000,12371.6100000,12385.9900000,0
D&J-IND,60,20110525,000000,12386.0700000,12400.4100000,12355.6800000,12359.3100000,0
D&J-IND,60,20110525,010000,12357.9500000,12357.9500000,12356.2100000,12356.2100000,0
D&J-IND,60,20110525,180000,12354.8500000,12360.5300000,12309.5200000,12339.3300000,0
D&J-IND,60,20110525,190000,12339.0700000,12379.4800000,12322.3400000,12364.5000000,0
D&J-IND,60,20110525,200000,12365.0300000,12405.7100000,12364.0100000,12390.3800000,0
D&J-IND,60,20110525,210000,12390.3100000,12400.1500000,12380.3500000,12395.1900000,0
D&J-IND,60,20110525,220000,12394.2000000,12397.6500000,12374.7500000,12381.4900000,0
D&J-IND,60,20110525,230000,12381.7200000,12404.0800000,12378.8800000,12398.4800000,0
D&J-IND,60,20110526,000000,12398.7800000,12440.0300000,12390.6900000,12394.8900000,0
D&J-IND,60,20110526,010000,12394.5800000,12394.8100000,12394.4300000,12394.6600000,0
D&J-IND,60,20110526,180000,12377.6300000,12385.8000000,12321.7000000,12325.2600000,0
D&J-IND,60,20110526,190000,12325.3300000,12354.5100000,12318.2600000,12327.1500000,0
D&J-IND,60,20110526,200000,12327.0400000,12363.1700000,12317.9200000,12357.9500000,0
D&J-IND,60,20110526,210000,12357.8000000,12398.6700000,12350.6500000,12396.3200000,0
D&J-IND,60,20110526,220000,12396.4800000,12424.5200000,12396.4800000,12409.0000000,0
D&J-IND,60,20110526,230000,12409.2300000,12441.5800000,12409.2300000,12432.8800000,0
D&J-IND,60,20110527,000000,12433.2200000,12434.3500000,12390.5700000,12402.0000000,0
D&J-IND,60,20110527,010000,12404.4200000,12405.7800000,12402.7600000,12402.7600000,0
D&J-IND,60,20110527,180000,12397.6900000,12465.5700000,12397.6900000,12461.5600000,0
D&J-IND,60,20110527,190000,12458.6900000,12458.6900000,12419.9400000,12456.1900000,0
D&J-IND,60,20110527,200000,12456.2700000,12483.8100000,12454.8700000,12476.0900000,0
D&J-IND,60,20110527,210000,12476.3200000,12478.3600000,12456.9800000,12456.9800000,0
D&J-IND,60,20110527,220000,12457.0600000,12464.2100000,12439.7700000,12450.2900000,0
D&J-IND,60,20110527,230000,12450.3600000,12453.5000000,12426.0700000,12426.9400000,0
D&J-IND,60,20110528,000000,12426.7100000,12453.0500000,12418.7300000,12441.2800000,0
D&J-IND,60,20110528,010000,12441.5100000,12441.8100000,12441.2800000,12441.5800000,0
D&J-IND,60,20110531,180000,12446.0500000,12574.2900000,12446.0500000,12553.5200000,0
D&J-IND,60,20110531,190000,12553.1400000,12553.1400000,12501.1500000,12501.7100000,0
D&J-IND,60,20110531,200000,12500.4300000,12516.2800000,12497.7000000,12500.7700000,0
D&J-IND,60,20110531,210000,12500.9200000,12505.5400000,12480.6000000,12489.4500000,0
D&J-IND,60,20110531,220000,12489.5300000,12523.8500000,12489.0700000,12519.3900000,0
D&J-IND,60,20110531,230000,12519.4600000,12522.6800000,12505.6900000,12514.0900000,0
D&J-IND,60,20110601,000000,12514.1600000,12568.3500000,12502.3900000,12568.3500000,0
D&J-IND,60,20110601,010000,12568.5800000,12569.8700000,12568.5000000,12569.6400000,0
D&J-IND,60,20110601,180000,12569.4100000,12569.4900000,12508.5600000,12509.8500000,0
D&J-IND,60,20110601,190000,12509.6200000,12510.9800000,12402.5700000,12424.7800000,0
D&J-IND,60,20110601,200000,12425.2300000,12445.4400000,12415.5100000,12420.9600000,0
D&J-IND,60,20110601,210000,12421.0300000,12427.1300000,12368.8500000,12379.9800000,0
D&J-IND,60,20110601,220000,12380.2400000,12390.4600000,12337.7500000,12367.6400000,0
D&J-IND,60,20110601,230000,12366.1300000,12366.1300000,12325.1400000,12346.4100000,0
D&J-IND,60,20110602,000000,12347.4300000,12358.5600000,12282.4200000,12290.1000000,0
D&J-IND,60,20110602,010000,12290.4400000,12291.1200000,12290.3700000,12290.3700000,0
D&J-IND,60,20110602,180000,12290.3700000,12306.7100000,12237.9900000,12276.9000000,0
D&J-IND,60,20110602,190000,12276.5900000,12302.9300000,12265.6200000,12271.4100000,0
D&J-IND,60,20110602,200000,12271.3300000,12277.9200000,12190.5400000,12221.8000000,0
D&J-IND,60,20110602,210000,12221.6500000,12258.8800000,12208.1000000,12249.9100000,0
D&J-IND,60,20110602,220000,12249.9900000,12287.0000000,12242.3100000,12282.0800000,0
D&J-IND,60,20110602,230000,12280.6800000,12292.1100000,12248.4400000,12286.1700000,0
D&J-IND,60,20110603,000000,12286.0900000,12291.2000000,12238.1500000,12249.7300000,0
D&J-IND,60,20110603,010000,12248.5100000,12248.5500000,12248.0200000,12248.5500000,0
D&J-IND,60,20110603,180000,12244.3500000,12244.3500000,12104.0300000,12142.3700000,0
D&J-IND,60,20110603,190000,12142.2200000,12197.6600000,12134.8400000,12177.1500000,0
D&J-IND,60,20110603,200000,12176.7700000,12188.4600000,12142.7800000,12182.4400000,0
D&J-IND,60,20110603,210000,12182.3700000,12220.1000000,12173.2500000,12203.4400000,0
D&J-IND,60,20110603,220000,12203.6000000,12210.4800000,12185.5800000,12186.5300000,0
D&J-IND,60,20110603,230000,12186.6800000,12187.8500000,12158.4900000,12158.4900000,0
D&J-IND,60,20110604,000000,12158.8700000,12173.8100000,12133.0200000,12151.7200000,0
D&J-IND,60,20110604,010000,12150.9600000,12151.5600000,12150.5000000,12151.2600000,0
D&J-IND,60,20110606,180000,12150.5000000,12151.4900000,12107.0600000,12115.0800000,0
D&J-IND,60,20110606,190000,12115.2000000,12126.2900000,12092.2300000,12110.5800000,0
D&J-IND,60,20110606,200000,12110.7300000,12148.7600000,12108.3500000,12142.2600000,0
D&J-IND,60,20110606,210000,12142.1000000,12148.3900000,12128.4800000,12136.1600000,0
D&J-IND,60,20110606,220000,12136.2400000,12150.8100000,12097.3000000,12109.5600000,0
D&J-IND,60,20110606,230000,12109.6400000,12126.9300000,12092.9900000,12102.4800000,0
D&J-IND,60,20110607,000000,12102.5200000,12119.7000000,12070.6600000,12091.3200000,0
D&J-IND,60,20110607,010000,12091.9300000,12092.3000000,12089.7300000,12090.1100000,0
D&J-IND,60,20110607,180000,12092.6100000,12148.2700000,12092.3000000,12132.9500000,0
D&J-IND,60,20110607,190000,12133.1000000,12173.8900000,12133.1000000,12170.7900000,0
D&J-IND,60,20110607,200000,12170.6400000,12172.3400000,12133.3200000,12146.8300000,0
D&J-IND,60,20110607,210000,12146.9900000,12160.8400000,12140.2900000,12157.9200000,0
D&J-IND,60,20110607,220000,12158.1500000,12169.5400000,12152.9300000,12155.7600000,0
D&J-IND,60,20110607,230000,12155.6900000,12178.8900000,12143.3900000,12152.7800000,0
D&J-IND,60,20110608,000000,12152.1700000,12155.9900000,12067.5200000,12067.5200000,0
D&J-IND,60,20110608,010000,12067.3700000,12072.1700000,12066.6100000,12070.8100000,0
D&J-IND,60,20110608,180000,12066.6500000,12078.9100000,12043.4100000,12043.9000000,0
D&J-IND,60,20110608,190000,12044.6600000,12083.7500000,12044.6600000,12074.9700000,0
D&J-IND,60,20110608,200000,12074.8200000,12095.2600000,12055.2900000,12082.0100000,0
D&J-IND,60,20110608,210000,12083.1500000,12098.3600000,12063.5100000,12087.5400000,0
D&J-IND,60,20110608,220000,12087.4600000,12096.2400000,12030.8500000,12043.1900000,0
D&J-IND,60,20110608,230000,12043.2600000,12083.3400000,12027.1400000,12070.7000000,0
D&J-IND,60,20110609,000000,12070.6600000,12072.0200000,12024.2600000,12048.6300000,0
D&J-IND,60,20110609,010000,12048.1800000,12048.9400000,12047.8000000,12048.9400000,0
D&J-IND,60,20110609,180000,12053.1800000,12100.2500000,12053.1800000,12099.7200000,0
D&J-IND,60,20110609,190000,12099.6500000,12154.2900000,12099.0400000,12142.4800000,0
D&J-IND,60,20110609,200000,12142.1000000,12173.9700000,12130.8600000,12166.5900000,0
D&J-IND,60,20110609,210000,12166.6600000,12181.7200000,12158.6800000,12162.3900000,0
D&J-IND,60,20110609,220000,12162.0100000,12175.5200000,12159.5900000,12166.8900000,0
D&J-IND,60,20110609,230000,12166.8100000,12183.1200000,12157.2400000,12182.4800000,0
D&J-IND,60,20110610,000000,12182.4400000,12182.7500000,12124.4300000,12128.4800000,0
D&J-IND,60,20110610,010000,12127.8800000,12127.8800000,12124.3600000,12124.3600000,0
D&J-IND,60,20110610,180000,12124.8500000,12124.8500000,12013.5200000,12019.0000000,0
D&J-IND,60,20110610,190000,12019.9100000,12025.5100000,11978.4400000,11987.5600000,0
D&J-IND,60,20110610,200000,11987.4100000,11991.8700000,11961.3000000,11985.2100000,0
D&J-IND,60,20110610,210000,11985.5100000,12002.5400000,11974.5400000,11991.0400000,0
D&J-IND,60,20110610,220000,11990.9600000,11990.9600000,11937.4200000,11944.3400000,0
D&J-IND,60,20110610,230000,11944.2700000,12012.8400000,11944.1900000,12012.6900000,0
D&J-IND,60,20110611,000000,12012.5300000,12017.6000000,11942.0700000,11954.4100000,0
D&J-IND,60,20110611,010000,11952.3700000,11952.3700000,11950.0200000,11951.9100000,0
D&J-IND,60,20110613,180000,11945.0200000,12009.1300000,11945.0200000,12006.3300000,0
D&J-IND,60,20110613,190000,12006.7100000,12011.6600000,11975.3700000,11981.6200000,0
D&J-IND,60,20110613,200000,11981.6900000,11991.7600000,11956.2600000,11959.1800000,0
D&J-IND,60,20110613,210000,11959.7800000,11973.1800000,11944.7600000,11949.2600000,0
D&J-IND,60,20110613,220000,11949.1900000,11985.3300000,11917.7800000,11985.3300000,0
D&J-IND,60,20110613,230000,11984.9500000,12005.8700000,11971.2100000,11975.4900000,0
D&J-IND,60,20110614,000000,11975.6400000,11992.1700000,11943.3600000,11952.2900000,0
D&J-IND,60,20110614,010000,11953.5800000,11954.1100000,11952.9700000,11952.9700000,0
D&J-IND,60,20110614,180000,11955.3900000,12077.9200000,11954.5600000,12071.7900000,0
D&J-IND,60,20110614,190000,12071.9500000,12094.5000000,12062.1800000,12086.5100000,0
D&J-IND,60,20110614,200000,12086.4400000,12086.9700000,12066.8000000,12085.5300000,0
D&J-IND,60,20110614,210000,12085.6800000,12098.4300000,12078.4500000,12095.6300000,0
D&J-IND,60,20110614,220000,12095.5600000,12119.9300000,12089.6600000,12098.2800000,0
D&J-IND,60,20110614,230000,12098.3600000,12113.7600000,12092.0800000,12108.8400000,0
D&J-IND,60,20110615,000000,12108.9900000,12120.8000000,12064.3800000,12074.8200000,0
D&J-IND,60,20110615,010000,12074.7500000,12076.7900000,12074.7500000,12076.1100000,0
D&J-IND,60,20110615,180000,12029.4100000,12029.4100000,11956.3800000,11997.4000000,0
D&J-IND,60,20110615,190000,11997.5900000,12013.8600000,11976.8900000,12004.6200000,0
D&J-IND,60,20110615,200000,12004.5500000,12009.1700000,11915.8100000,11936.0900000,0
D&J-IND,60,20110615,210000,11936.6200000,11941.9200000,11875.4700000,11899.2700000,0
D&J-IND,60,20110615,220000,11899.1200000,11905.1000000,11876.0400000,11899.6900000,0
D&J-IND,60,20110615,230000,11899.8400000,11925.5000000,11869.2700000,11884.1700000,0
D&J-IND,60,20110616,000000,11883.8000000,11925.5400000,11862.5300000,11895.0000000,0
D&J-IND,60,20110616,010000,11895.3800000,11897.2700000,11895.0400000,11897.2700000,0
D&J-IND,60,20110616,180000,11896.6600000,11948.8800000,11875.7700000,11933.8200000,0
D&J-IND,60,20110616,190000,11934.1300000,11975.6000000,11878.3500000,11960.4600000,0
D&J-IND,60,20110616,200000,11960.5400000,11990.0200000,11937.4600000,11963.6400000,0
D&J-IND,60,20110616,210000,11964.4000000,11989.3700000,11962.7300000,11966.1400000,0
D&J-IND,60,20110616,220000,11965.6900000,11975.9800000,11917.2100000,11917.5100000,0
D&J-IND,60,20110616,230000,11916.6800000,11930.0800000,11888.3400000,11918.6900000,0
D&J-IND,60,20110617,000000,11918.4600000,11969.4700000,11914.8300000,11958.6900000,0
D&J-IND,60,20110617,010000,11959.6700000,11961.6000000,11959.6700000,11961.5200000,0
D&J-IND,60,20110617,180000,11965.6100000,12062.7900000,11965.6100000,12049.2400000,0
D&J-IND,60,20110617,190000,12047.4200000,12072.8900000,12020.1800000,12052.7200000,0
D&J-IND,60,20110617,200000,12051.4400000,12057.6400000,12028.2400000,12044.6600000,0
D&J-IND,60,20110617,210000,12044.4300000,12046.7800000,11997.3600000,12005.1900000,0
D&J-IND,60,20110617,220000,12005.6500000,12012.2700000,11983.5500000,12000.2400000,0
D&J-IND,60,20110617,230000,11999.6700000,12043.5300000,11995.8800000,12020.7800000,0
D&J-IND,60,20110618,000000,12020.7100000,12032.8900000,11969.8500000,12003.3800000,0
D&J-IND,60,20110618,010000,12004.2800000,12005.7200000,12004.2800000,12004.3600000,0
D&J-IND,60,20110620,180000,12003.1500000,12025.9700000,11971.2900000,12021.0100000,0
D&J-IND,60,20110620,190000,12020.6300000,12070.2400000,12003.9800000,12055.5200000,0
D&J-IND,60,20110620,200000,12055.7500000,12099.3800000,12045.9500000,12094.6100000,0
D&J-IND,60,20110620,210000,12094.7600000,12099.8700000,12070.5100000,12072.7800000,0
D&J-IND,60,20110620,220000,12072.8500000,12079.6600000,12057.4100000,12059.1500000,0
D&J-IND,60,20110620,230000,12059.0800000,12092.6800000,12054.8400000,12083.4100000,0
D&J-IND,60,20110621,000000,12083.3400000,12093.5500000,12052.6500000,12079.5900000,0
D&J-IND,60,20110621,010000,12080.4200000,12080.9100000,12080.3800000,12080.3800000,0
D&J-IND,60,20110621,180000,12082.3100000,12136.5800000,12081.1800000,12131.2800000,0
D&J-IND,60,20110621,190000,12130.7500000,12164.8800000,12129.5400000,12157.2800000,0
D&J-IND,60,20110621,200000,12157.3500000,12198.2600000,12151.6400000,12183.2800000,0
D&J-IND,60,20110621,210000,12183.7300000,12194.7800000,12178.4300000,12182.5200000,0
D&J-IND,60,20110621,220000,12182.6700000,12184.1800000,12161.1800000,12173.3200000,0
D&J-IND,60,20110621,230000,12173.2500000,12217.3300000,12173.1700000,12210.1100000,0
D&J-IND,60,20110622,000000,12210.1800000,12212.3400000,12180.6300000,12188.6100000,0
D&J-IND,60,20110622,010000,12188.5000000,12190.3100000,12188.5000000,12190.0100000,0
D&J-IND,60,20110622,180000,12186.6800000,12186.6800000,12134.6900000,12176.3100000,0
D&J-IND,60,20110622,190000,12176.0100000,12207.9900000,12148.8400000,12202.3100000,0
D&J-IND,60,20110622,200000,12202.4600000,12202.4600000,12186.2300000,12188.0400000,0
D&J-IND,60,20110622,210000,12187.9700000,12201.1700000,12162.0800000,12196.7800000,0
D&J-IND,60,20110622,220000,12198.0700000,12204.8800000,12183.8400000,12202.8000000,0
D&J-IND,60,20110622,230000,12202.9500000,12207.4200000,12153.0400000,12156.8200000,0
D&J-IND,60,20110623,000000,12157.0500000,12173.0200000,12105.8500000,12112.0600000,0
D&J-IND,60,20110623,010000,12112.2100000,12112.8900000,12109.6700000,12109.6700000,0
D&J-IND,60,20110623,180000,12108.7300000,12108.7300000,11897.9500000,11927.6900000,0
D&J-IND,60,20110623,190000,11927.0100000,11946.6500000,11874.9400000,11898.6700000,0
D&J-IND,60,20110623,200000,11898.4000000,11936.0900000,11888.4100000,11931.9300000,0
D&J-IND,60,20110623,210000,11932.0100000,11954.9000000,11911.0400000,11954.1100000,0
D&J-IND,60,20110623,220000,11953.8800000,11990.0200000,11945.5900000,11962.4300000,0
D&J-IND,60,20110623,230000,11962.3600000,12004.5100000,11906.3500000,12003.9800000,0
D&J-IND,60,20110624,000000,12004.4400000,12060.7100000,11964.3200000,12054.0800000,0
D&J-IND,60,20110624,010000,12053.7800000,12054.1600000,12050.1500000,12050.3000000,0
D&J-IND,60,20110624,180000,12049.5400000,12057.1900000,11986.6900000,12002.4700000,0
D&J-IND,60,20110624,190000,12002.6200000,12010.5700000,11933.6700000,11953.9900000,0
D&J-IND,60,20110624,200000,11954.3000000,11986.5700000,11933.6000000,11966.2500000,0
D&J-IND,60,20110624,210000,11966.2200000,11979.6900000,11939.3900000,11952.7400000,0
D&J-IND,60,20110624,220000,11952.8200000,11986.2000000,11935.0300000,11975.1500000,0
D&J-IND,60,20110624,230000,11974.9900000,11977.0400000,11946.7600000,11953.7700000,0
D&J-IND,60,20110625,000000,11953.9900000,11955.5800000,11925.4200000,11941.5000000,0
D&J-IND,60,20110625,010000,11939.8400000,11941.8500000,11934.5000000,11934.5800000,0
D&J-IND,60,20110627,180000,11934.8100000,12003.3000000,11934.0500000,11987.8200000,0
D&J-IND,60,20110627,190000,11987.7500000,12040.6100000,11982.5600000,12030.5100000,0
D&J-IND,60,20110627,200000,12030.5800000,12045.8700000,12007.4300000,12045.8700000,0
D&J-IND,60,20110627,210000,12046.1800000,12052.0000000,12032.8900000,12034.9400000,0
D&J-IND,60,20110627,220000,12035.1600000,12050.7200000,12025.5500000,12040.0100000,0
D&J-IND,60,20110627,230000,12039.7800000,12098.8100000,12039.5900000,12084.8500000,0
D&J-IND,60,20110628,000000,12084.7700000,12091.5900000,12043.1900000,12044.4700000,0
D&J-IND,60,20110628,010000,12044.8500000,12044.8500000,12043.1900000,12043.5600000,0
D&J-IND,60,20110628,180000,12043.4500000,12127.3800000,12043.1900000,12120.1200000,0
D&J-IND,60,20110628,190000,12119.6600000,12166.9300000,12113.1900000,12151.0700000,0
D&J-IND,60,20110628,200000,12151.1500000,12161.4000000,12143.7300000,12155.9500000,0
D&J-IND,60,20110628,210000,12155.8800000,12167.5700000,12151.1500000,12162.4200000,0
D&J-IND,60,20110628,220000,12161.8200000,12172.2300000,12154.2500000,12166.5900000,0
D&J-IND,60,20110628,230000,12166.0200000,12189.1400000,12158.0000000,12180.0200000,0
D&J-IND,60,20110629,000000,12179.9500000,12190.4300000,12159.7400000,12189.4100000,0
D&J-IND,60,20110629,010000,12190.0100000,12190.0100000,12188.5400000,12188.6900000,0
D&J-IND,60,20110629,180000,12188.2700000,12236.7800000,12187.5500000,12206.3600000,0
D&J-IND,60,20110629,190000,12206.1300000,12252.3700000,12175.8600000,12251.7700000,0
D&J-IND,60,20110629,200000,12252.0700000,12268.1900000,12244.1200000,12260.2500000,0
D&J-IND,60,20110629,210000,12260.3200000,12272.5800000,12257.4800000,12265.0500000,0
D&J-IND,60,20110629,220000,12265.0100000,12284.3900000,12256.2000000,12259.0000000,0
D&J-IND,60,20110629,230000,12259.1500000,12266.0700000,12227.7000000,12252.0300000,0
D&J-IND,60,20110630,000000,12252.1100000,12278.7100000,12246.2100000,12262.5200000,0
D&J-IND,60,20110630,010000,12263.2000000,12264.1400000,12261.4200000,12261.4200000,0
D&J-IND,60,20110630,180000,12263.5800000,12370.3300000,12263.1200000,12362.8000000,0
D&J-IND,60,20110630,190000,12362.7200000,12406.1600000,12360.6800000,12392.8400000,0
D&J-IND,60,20110630,200000,12392.7700000,12412.9700000,12392.7700000,12404.8800000,0
D&J-IND,60,20110630,210000,12404.5700000,12410.5500000,12388.3800000,12390.7200000,0
D&J-IND,60,20110630,220000,12390.8000000,12400.3700000,12379.4800000,12392.6500000,0
D&J-IND,60,20110630,230000,12392.4300000,12397.9100000,12382.4700000,12390.0800000,0
D&J-IND,60,20110701,000000,12389.4400000,12427.0900000,12383.0000000,12411.2300000,0
D&J-IND,60,20110701,010000,12409.4900000,12414.1900000,12409.4200000,12414.1900000,0
D&J-IND,60,20110701,180000,12412.8200000,12434.3200000,12404.0800000,12428.7500000,0
D&J-IND,60,20110701,190000,12428.8300000,12545.9900000,12428.8300000,12523.4300000,0
D&J-IND,60,20110701,200000,12523.5500000,12543.7600000,12519.5700000,12538.8700000,0
D&J-IND,60,20110701,210000,12538.8400000,12551.8900000,12531.1500000,12543.9400000,0
D&J-IND,60,20110701,220000,12544.0600000,12574.2600000,12542.2400000,12565.2500000,0
D&J-IND,60,20110701,230000,12565.5500000,12592.8000000,12558.0200000,12591.2100000,0
D&J-IND,60,20110702,000000,12591.0600000,12596.1300000,12567.3300000,12582.3900000,0
D&J-IND,60,20110702,010000,12581.8200000,12582.7700000,12580.8400000,12582.7700000,0
D&J-IND,60,20110705,180000,12585.0000000,12585.7600000,12558.5900000,12574.9000000,0
D&J-IND,60,20110705,190000,12575.0900000,12601.8000000,12554.5000000,12559.2300000,0
D&J-IND,60,20110705,200000,12559.0800000,12584.2100000,12545.8000000,12580.0800000,0
D&J-IND,60,20110705,210000,12580.2300000,12591.8500000,12576.6800000,12579.1000000,0
D&J-IND,60,20110705,220000,12579.0200000,12591.7400000,12578.1900000,12589.7300000,0
D&J-IND,60,20110705,230000,12589.6900000,12591.7400000,12540.5800000,12566.4600000,0
D&J-IND,60,20110706,000000,12566.4200000,12596.5100000,12558.7000000,12573.7300000,0
D&J-IND,60,20110706,010000,12572.3600000,12572.3600000,12568.7300000,12569.8700000,0
D&J-IND,60,20110706,180000,12562.7700000,12586.6700000,12553.5200000,12571.0400000,0
D&J-IND,60,20110706,190000,12570.9600000,12582.6600000,12539.2100000,12575.3500000,0
D&J-IND,60,20110706,200000,12575.8800000,12612.1000000,12564.6400000,12607.9700000,0
D&J-IND,60,20110706,210000,12608.1600000,12642.2900000,12603.5400000,12640.3600000,0
D&J-IND,60,20110706,220000,12640.5200000,12643.2400000,12609.7100000,12624.6600000,0
D&J-IND,60,20110706,230000,12624.5100000,12631.1700000,12595.7500000,12617.2100000,0
D&J-IND,60,20110707,000000,12617.0900000,12626.1000000,12603.6600000,12625.7600000,0
D&J-IND,60,20110707,010000,12625.8000000,12626.3300000,12625.3400000,12626.0200000,0
D&J-IND,60,20110707,180000,12629.2000000,12703.6400000,12629.2000000,12700.0800000,0
D&J-IND,60,20110707,190000,12700.0000000,12723.5000000,12693.6100000,12718.6200000,0
D&J-IND,60,20110707,200000,12718.5500000,12718.5500000,12700.3100000,12706.9700000,0
D&J-IND,60,20110707,210000,12706.8900000,12722.9400000,12704.2800000,12717.1100000,0
D&J-IND,60,20110707,220000,12717.0300000,12735.6500000,12714.2300000,12726.6400000,0
D&J-IND,60,20110707,230000,12726.6800000,12753.8900000,12726.6800000,12744.6200000,0
D&J-IND,60,20110708,000000,12744.6900000,12752.5300000,12718.2100000,12719.8700000,0
D&J-IND,60,20110708,010000,12722.4400000,12722.9000000,12719.4900000,12719.4900000,0
D&J-IND,60,20110708,180000,12714.7200000,12715.1800000,12608.0100000,12629.1600000,0
D&J-IND,60,20110708,190000,12629.2400000,12629.9200000,12576.7900000,12600.6300000,0
D&J-IND,60,20110708,200000,12599.7200000,12615.0500000,12567.4100000,12609.6800000,0
D&J-IND,60,20110708,210000,12609.6400000,12614.6700000,12591.2800000,12607.1400000,0
D&J-IND,60,20110708,220000,12606.4600000,12635.1400000,12597.7600000,12615.7300000,0
D&J-IND,60,20110708,230000,12615.1600000,12627.6500000,12603.8900000,12618.3400000,0
D&J-IND,60,20110709,000000,12618.5700000,12657.7300000,12611.5700000,12656.7900000,0
D&J-IND,60,20110709,010000,12656.5200000,12657.5100000,12655.8400000,12657.2000000,0
D&J-IND,60,20110711,180000,12655.8400000,12655.8400000,12517.4200000,12551.2500000,0
D&J-IND,60,20110711,190000,12550.5700000,12552.6100000,12486.9200000,12487.4800000,0
D&J-IND,60,20110711,200000,12487.6400000,12524.0800000,12477.6100000,12510.0000000,0
D&J-IND,60,20110711,210000,12510.0800000,12527.1800000,12501.9800000,12505.5000000,0
D&J-IND,60,20110711,220000,12505.7200000,12511.5900000,12479.8400000,12511.3200000,0
D&J-IND,60,20110711,230000,12511.4800000,12514.6500000,12473.8600000,12484.5000000,0
D&J-IND,60,20110712,000000,12484.5700000,12508.5600000,12470.3000000,12506.3700000,0
D&J-IND,60,20110712,010000,12505.6900000,12505.8400000,12504.7800000,12505.7600000,0
D&J-IND,60,20110712,180000,12504.1000000,12529.5300000,12479.8000000,12518.3300000,0
D&J-IND,60,20110712,190000,12518.5500000,12528.6600000,12478.2500000,12492.1000000,0
D&J-IND,60,20110712,200000,12492.8600000,12538.6500000,12488.6600000,12527.1000000,0
D&J-IND,60,20110712,210000,12527.3300000,12537.1300000,12502.6600000,12510.4900000,0
D&J-IND,60,20110712,220000,12510.4500000,12519.8800000,12486.6500000,12496.6400000,0
D&J-IND,60,20110712,230000,12496.3400000,12570.5800000,12490.7800000,12522.0300000,0
D&J-IND,60,20110713,000000,12521.4300000,12530.5900000,12447.6800000,12449.4500000,0
D&J-IND,60,20110713,010000,12449.3000000,12449.6100000,12446.8800000,12446.8800000,0
D&J-IND,60,20110713,180000,12449.1500000,12534.7500000,12448.8500000,12502.5800000,0
D&J-IND,60,20110713,190000,12502.3600000,12611.0400000,12501.6000000,12598.5900000,0
D&J-IND,60,20110713,200000,12599.3800000,12608.5400000,12576.3000000,12582.7300000,0
D&J-IND,60,20110713,210000,12582.2800000,12600.4000000,12577.7700000,12584.2500000,0
D&J-IND,60,20110713,220000,12584.0200000,12585.4600000,12552.0000000,12553.7500000,0
D&J-IND,60,20110713,230000,12553.6700000,12566.0800000,12521.8400000,12537.1700000,0
D&J-IND,60,20110714,000000,12537.2500000,12552.2700000,12465.6900000,12491.9900000,0
D&J-IND,60,20110714,010000,12492.9700000,12493.2000000,12491.6100000,12491.6100000,0
D&J-IND,60,20110714,180000,12496.7600000,12572.1000000,12493.9600000,12569.3400000,0
D&J-IND,60,20110714,190000,12568.2000000,12581.9800000,12498.5700000,12505.0800000,0
D&J-IND,60,20110714,200000,12505.0100000,12528.6200000,12493.5800000,12511.5100000,0
D&J-IND,60,20110714,210000,12511.2100000,12511.7400000,12452.2500000,12457.5900000,0
D&J-IND,60,20110714,220000,12457.3600000,12506.0300000,12415.4700000,12484.4200000,0
D&J-IND,60,20110714,230000,12484.5000000,12499.8200000,12448.0900000,12458.7200000,0
D&J-IND,60,20110715,000000,12458.7600000,12465.5700000,12414.4100000,12436.9300000,0
D&J-IND,60,20110715,010000,12435.2300000,12437.1900000,12435.2300000,12437.1200000,0
D&J-IND,60,20110715,180000,12447.3300000,12504.8200000,12439.8400000,12456.2700000,0
D&J-IND,60,20110715,190000,12456.1900000,12492.4400000,12406.0900000,12431.1800000,0
D&J-IND,60,20110715,200000,12430.6500000,12464.3600000,12420.5400000,12443.3600000,0
D&J-IND,60,20110715,210000,12443.3200000,12485.4000000,12431.1400000,12439.8800000,0
D&J-IND,60,20110715,220000,12439.7300000,12451.7600000,12418.9500000,12419.4100000,0
