days,<TIME>,<OPEN>
2532,9,19242.6397058
2532,10,19257.4802069
2532,11,19266.5705138
2532,12,19320.5523364
2532,13,19378.5342941
2532,14,19531.5394602
2532,15,19517.3989827
2532,16,19541.1697853
2533,9,19560.6004414
2533,10,19560.9204522
2533,11,19560.5804407
2533,12,19583.4312122
2533,13,19632.8528809
2533,14,19660.9538297
2533,15,19627.6627057
2533,16,19613.3622228
2534,9,19632.0128525
2534,10,19643.223231
2534,11,19666.8740296
2534,12,19667.1840401
2534,13,19684.9846411
2534,14,19690.3048207
2534,15,19708.5954383
2534,16,19758.4071201
2537,9,19770.8675408
2537,10,19814.2190045
2537,11,19793.1582934
2537,12,19786.4480669
2537,13,19769.8875077
2537,14,19770.2475199
2537,15,19777.567767
2537,16,19796.108393
2538,9,19852.8803099
2538,10,19893.6316858
2538,11,19876.0910936
2538,12,19896.0517675
2538,13,19903.4820184
2538,14,19933.593035
2538,15,19915.3724199
2538,16,19908.9322024
2539,9,19876.8011175
2539,10,19881.1412641
2539,11,19884.5413789
2539,12,19880.3912388
2539,13,19909.4222189
2539,14,19923.402691
2539,15,19813.3289745
2539,16,19794.6983454
2540,9,19812.1689353
2540,10,19895.8317601
2540,11,19909.6422264
2540,12,19921.7926366
2540,13,19902.2419765
2540,14,19846.7701036
2540,15,19860.7805766
2540,16,19852.3102906
2541,9,19909.6822277
2541,10,19905.2120768
2541,11,19915.3424188
2541,12,19885.5614133
2541,13,19847.0701137
2541,14,19838.2198149
2541,15,19852.1402849
2541,16,19845.360056
2544,9,19837.3297848
2544,10,19876.0310915
2544,11,19908.5421892
2544,12,19854.5703669
2544,13,19884.1213647
2544,14,19898.7818597
2544,15,19881.761285
2544,16,19885.7214187
2545,9,19921.2626187
2545,10,19983.9347348
2545,11,19979.2145754
2545,12,19949.7735814
2545,13,19965.7541209
2545,14,19979.1245724
2545,15,19948.0035216
2545,16,19973.0143661
2546,9,19969.6442523
2546,10,19960.7839531
2546,11,19954.5537428
2546,12,19955.863787
2546,13,19960.8839565
2546,14,19955.863787
2546,15,19968.6942202
2546,16,19944.8434149
2547,9,19923.3526893
2547,10,19918.5425269
2547,11,19908.3821838
2547,12,19892.2416389
2547,13,19911.4122861
2547,14,19922.1926501
2547,15,19919.2525509
2547,16,19919.9625748
2548,9,19909.2822142
2548,10,19920.7626018
2548,11,19909.9822379
2548,12,19908.3721835
2548,13,19908.9222021
2548,14,19917.0124752
2548,15,19919.1325468
2548,16,19931.9829807
2552,9,19944.1333909
2552,10,19968.2242043
2552,11,19967.7341878
2552,12,19955.863787
2552,13,19957.8138528
2552,14,19961.9039909
2552,15,19954.8437526
2552,16,19948.3035317
2553,9,19964.9840949
2553,10,19924.202718
2553,11,19923.6426991
2553,12,19925.0127453
2553,13,19875.7210811
2553,14,19858.6105033
2553,15,19851.0502481
2553,16,19835.8597352
2554,9,19836.1297443
2554,10,19849.360191
2554,11,19828.4394847
2554,12,19816.3490764
2554,13,19814.7790234
2554,14,19819.5091831
2554,15,19826.7794286
2554,16,19822.7792935
2555,9,19833.839667
2555,10,19793.0182887
2555,11,19799.6585129
2555,12,19814.7790234
2555,13,19791.0582225
2555,14,19780.4378639
2555,15,19732.2862382
2555,16,19774.7676725
2559,9,19873.5310071
2559,10,19893.6716872
2559,11,19838.6598297
2559,12,19811.8289238
2559,13,19795.7083795
2559,14,19787.0080858
2559,15,19811.3089063
2559,16,19878.5311759
2560,9,19901.6419563
2560,10,19915.1524124
2560,11,19907.7821636
2560,12,19923.3126879
2560,13,19932.0129817
2560,14,19926.4427936
2560,15,19939.3432292
2560,16,19941.5533038
2561,9,19925.2327528
2561,10,19939.1532228
2561,11,19917.7825012
2561,12,19836.919771
2561,13,19861.2205915
2561,14,19864.6907086
2561,15,19875.8310848
2561,16,19898.1118371
2562,9,19907.6321585
2562,10,19880.3312367
2562,11,19907.2221447
2562,12,19961.0639626
2562,13,19991.8650025
2562,14,19984.6547591
2562,15,19978.7245589
2562,16,19967.8141905
2565,9,19932.0829841
2565,10,19912.9123368
2565,11,19937.0131505
2565,12,19919.1225465
2565,13,19922.8126711
2565,14,19914.9224047
2565,15,19903.7820285
2565,16,19892.631652
2566,9,19877.021125
2566,10,19863.7006752
2566,11,19905.9521018
2566,12,19933.7130391
2566,13,19932.9030118
2566,14,19874.061025
2566,15,19876.7411155
2566,16,19856.7504405
2567,9,19888.0514974
2567,10,19926.452794
2567,11,19939.2832272
2567,12,19930.0329148
2567,13,19885.7614201
2567,14,19900.8919309
2567,15,19917.1724806
2567,16,19951.6736455
2568,9,19926.8828085
2568,10,19847.8601404
2568,11,19795.1983623
2568,12,19788.8281472
2568,13,19842.6499645
2568,14,19864.4707012
2568,15,19895.0717344
2568,16,19890.1315676
2569,9,19913.2123469
2569,10,19917.5324928
2569,11,19908.6921943
2569,12,19912.3923192
2569,13,19882.6013134
2569,14,19875.9810898
2569,15,19882.0712955
2569,16,19885.3414059
2573,9,19843.6599986
2573,10,19824.9793678
2573,11,19871.1009251
2573,12,19853.0403153
2573,13,19837.5197912
2573,14,19851.7702724
2573,15,19791.9182516
2573,16,19829.6595259
2574,9,19822.3392787
2574,10,19795.9383873
2574,11,19815.2190383
2574,12,19776.2977242
2574,13,19774.7176708
2574,14,19777.7077718
2574,15,19793.6983117
2574,16,19806.5087442
2575,9,19814.2190045
2575,10,19799.7985176
2575,11,19773.1876191
2575,12,19774.8076738
2575,13,19770.9675442
2575,14,19746.1067048
2575,15,19710.305496
2575,16,19733.0962655
2576,9,19810.6688847
2576,10,19826.0294033
2576,11,19828.6794928
2576,12,19831.0695735
2576,13,19784.0679865
2576,14,19789.768179
2576,15,19795.0083559
2576,16,19824.5593537
2579,9,19795.4583711
2579,10,19806.4487422
2579,11,19765.5673619
2579,12,19754.1569766
2579,13,19762.5072585
2579,14,19786.6780746
2579,15,19789.9881864
2579,16,19802.4386068
2580,9,19795.3483674
2580,10,19821.6892567
2580,11,19835.2397143
2580,12,19863.6206725
2580,13,19902.1619738
2580,14,19931.2829571
2580,15,19936.7031401
2580,16,19913.0423412
2581,9,20007.4855299
2581,10,20035.7964858
2581,11,20064.677461
2581,12,20053.8570956
2581,13,20062.7473958
2581,14,20075.5078266
2581,15,20053.837095
2581,16,20068.7675991
2582,9,20076.9278746
2582,10,20104.2987987
2582,11,20098.798613
2582,12,20105.0488241
2582,13,20104.8588176
2582,14,20095.2184921
2582,15,20107.328901
2582,16,20101.8287153
2583,9,20104.03879
2583,10,20096.5285364
2583,11,20075.9378412
2583,12,20098.5886059
2583,13,20086.8682102
2583,14,20081.3580242
2583,15,20088.1082521
2583,16,20092.2783929
2586,9,20029.2962664
2586,10,19961.6439822
2586,11,19889.491546
2586,12,19931.0329486
2586,13,19916.1124448
2586,14,19906.1121072
2586,15,19936.5631353
2586,16,19966.0841321
2587,9,19913.8323679
2587,10,19878.8911881
2587,11,19815.8090582
2587,12,19810.0888651
2587,13,19833.7596643
2587,14,19791.0082208
2587,15,19834.7996994
2587,16,19865.4007326
2588,9,19924.4827274
2588,10,19947.2134949
2588,11,19870.890918
2588,12,19865.0607211
2588,13,19885.0113947
2588,14,19874.9610554
2588,15,19874.2510314
2588,16,19889.6915528
2589,9,19859.0105169
2589,10,19870.3909011
2589,11,19915.0324084
2589,12,19842.8599716
2589,13,19893.5216821
2589,14,19893.6216855
2589,15,19857.6104696
2589,16,19885.581414
2590,9,19964.8840916
2590,10,20003.0953817
2590,11,20043.9267603
2590,12,20047.3268751
2590,13,20059.8372975
2590,14,20048.7469231
2590,15,20063.3274154
2590,16,20067.4475545
2593,9,20026.2861647
2593,10,20078.2779202
2593,11,20064.9574704
2593,12,20061.3573489
2593,13,20041.7866881
2593,14,20048.446913
2593,15,20043.1567343
2593,16,20053.09707
2594,9,20114.259135
2594,10,20134.1198056
2594,11,20136.0198698
2594,12,20109.7689834
2594,13,20081.6080326
2594,14,20089.1082858
2594,15,20091.9683824
2594,16,20087.5482332
2595,9,20047.6568863
2595,10,20038.1465652
2595,11,20045.8268245
2595,12,20036.5465112
2595,13,20038.9565925
2595,14,20056.5571868
2595,15,20051.2170065
2595,16,20053.127071
2596,9,20062.4073843
2596,10,20095.1284891
2596,11,20156.4205586
2596,12,20184.5315077
2596,13,20185.9115543
2596,14,20195.2218686
2596,15,20198.0919656
2596,16,20170.2710262
2597,9,20211.9124322
2597,10,20232.9831436
2597,11,20249.7537099
2597,12,20244.4135295
2597,13,20264.6242119
2597,14,20282.3048089
2597,15,20266.7542839
2597,16,20273.6245158
2600,9,20339.2267308
2600,10,20363.5375516
2600,11,20392.0485143
2600,12,20384.5882624
2600,13,20411.6091747
2600,14,20429.4797781
2600,15,20418.369403
2600,16,20411.0391555
2601,9,20374.9079355
2601,10,20395.3986274
2601,11,20417.4493719
2601,12,20429.5297798
2601,13,20460.4008221
2601,14,20475.6913384
2601,15,20471.9512121
2601,16,20501.6722156
2602,9,20504.9623267
2602,10,20541.1135473
2602,11,20574.1546629
2602,12,20576.0047253
2602,13,20584.6550174
2602,14,20596.7354253
2602,15,20605.6757272
2602,16,20611.4959237
2603,9,20631.6666047
2603,10,20606.1057417
2603,11,20589.1351687
2603,12,20596.9554327
2603,13,20598.1254722
2603,14,20587.2151039
2603,15,20597.0854371
2603,16,20620.1862171
2604,9,20564.8243479
2604,10,20571.7145805
2604,11,20558.4441324
2604,12,20555.0340173
2604,13,20559.5741706
2604,14,20555.4040298
2604,15,20575.134696
2604,16,20622.6262995
2608,9,20664.1277007
2608,10,20705.9491128
2608,11,20737.8801909
2608,14,20729.5099083
2608,15,20731.4199728
2608,16,20737.3701737
2609,9,20716.1094558
2609,10,20726.8798195
2609,11,20751.4506491
2609,12,20744.9104283
2609,13,20768.6712305
2609,14,20777.2115189
2609,15,20755.7607946
2609,16,20772.951375
2610,9,20817.9128931
2610,10,20812.1526986
2610,11,20769.1412464
2610,12,20793.6320733
2610,13,20817.762888
2610,14,20815.8628239
2610,15,20833.0634046
2610,16,20810.6126466
2611,9,20752.6106882
2611,10,20784.8217758
2611,11,20767.7712001
2611,12,20745.6704539
2611,13,20768.4412227
2611,14,20764.8311009
2611,15,20751.1906403
2611,16,20817.732887
2614,9,20809.4126061
2614,10,20813.2827368
2614,11,20818.7229205
2614,12,20802.5623748
2614,13,20808.5525771
2614,14,20832.4833851
2614,15,20842.6637288
2614,16,20838.8936015
2615,9,20834.583456
2615,10,20819.5629488
2615,11,20838.523589
2615,12,20834.6934597
2615,13,20806.1924974
2615,14,20823.9730977
2615,15,20815.392808
2615,16,20813.6627496
2616,9,20957.9976229
2616,10,21043.9405247
2616,11,21056.7109558
2616,12,21066.8312975
2616,13,21124.3132384
2616,14,21124.7632536
2616,15,21165.5946322
2616,16,21114.7229146
2617,9,21129.6234177
2617,10,21122.3031705
2617,11,21094.2022217
2617,12,21075.5915933
2617,13,21062.6411561
2617,14,21061.9211318
2617,15,21066.3012797
2617,16,21000.1790471
2618,9,21009.4593604
2618,10,20995.3888854
2618,11,20964.4678414
2618,12,20981.6084201
2618,13,20991.4887537
2618,14,21000.4090549
2618,15,21011.6994361
2618,16,21000.9690738
2621,9,20956.4175696
2621,10,20968.157966
2621,11,20924.4864914
2621,12,20926.2665515
2621,13,20949.1173231
2621,14,20966.1378977
2621,15,20965.3878724
2621,16,20957.2375972
2622,9,20926.7965694
2622,10,20918.6162932
2622,11,20949.8873491
2622,12,20929.2366518
2622,13,20932.4167592
2622,14,20924.3164857
2622,15,20940.0870182
2622,16,20923.3364526
2623,9,20941.147054
2623,10,20918.7662983
2623,11,20920.2063469
2623,12,20896.7455548
2623,13,20908.1559401
2623,14,20912.776096
2623,15,20895.71552
2623,16,20855.5441637
2624,9,20865.0244838
2624,10,20868.4045979
2624,11,20880.8650186
2624,12,20869.4946347
2624,13,20859.5442987
2624,14,20829.9232986
2624,15,20822.1230353
2624,16,20860.2743234
2625,9,20919.7163304
2625,10,20929.1166478
2625,11,20859.4742964
2625,12,20881.1250274
2625,13,20859.5342984
2625,14,20873.944785
2625,15,20893.6454501
2625,16,20907.4859174
2628,8,20899.9856642
2628,9,20876.5648734
2628,10,20870.3946651
2628,11,20883.1150946
2628,12,20869.2146252
2628,13,20874.8548157
2628,14,20884.135129
2628,15,20883.3151013
2629,8,20849.303953
2629,9,20851.7240347
2629,10,20826.5731855
2629,11,20860.9243453
2629,12,20823.3930781
2629,13,20827.1832061
2629,14,20835.8434985
2629,15,20838.2435795
2630,8,20877.8649173
2630,9,20884.845153
2630,10,20874.6448086
2630,11,20884.7151486
2630,12,20912.0260707
2630,13,20879.454971
2630,14,20942.5171002
2630,15,20945.5972042
2631,8,20969.9780274
2631,9,20982.6984569
2631,10,20945.2871937
2631,11,20920.0063402
2631,12,20941.8970793
2631,13,20938.9369793
2631,14,20907.7359259
2631,15,20932.2467535
2632,8,20966.0778957
2632,9,20948.5273031
2632,10,20929.0566457
2632,11,20927.8566052
2632,12,20935.7668723
2632,13,20955.7775479
2632,14,20953.9274855
2632,15,20914.3061477
2635,8,20916.9762379
2635,9,20916.5762244
2635,10,20951.5574055
2635,11,20947.0572535
2635,12,20945.5072012
2635,13,20905.7458587
2635,14,20899.7856574
2635,15,20908.6459566
2636,8,20957.0375905
2636,9,20939.3269925
2636,10,20795.2121266
2636,11,20766.4711562
2636,12,20736.6301487
2636,13,20688.8985371
2636,14,20713.2793603
2636,15,20668.0278324
2637,8,20641.1169238
2637,9,20595.305377
2637,10,20631.6266034
2637,11,20660.3875744
2637,12,20635.6167381
2637,13,20615.296052
2637,14,20654.0573607
2637,15,20663.6776855
2638,8,20645.7670808
2638,9,20670.7979259
2638,10,20697.8488393
2638,11,20731.5999788
2638,12,20757.1208405
2638,13,20715.2194258
2638,14,20708.6092026
2638,15,20659.36754
2639,8,20675.1480728
2639,9,20688.1585121
2639,10,20712.2893268
2639,11,20688.6385283
2639,12,20664.4677122
2639,13,20619.8462056
2639,14,20586.1950694
2639,15,20602.4856194
2642,8,20489.0417891
2642,9,20476.4013624
2642,10,20488.2917638
2642,11,20531.153211
2642,12,20557.1040872
2642,13,20537.283418
2642,14,20546.9237435
2642,15,20551.2838907
2643,8,20542.8336054
2643,9,20540.1035132
2643,10,20600.5455539
2643,11,20647.7171466
2643,12,20654.4173729
2643,13,20710.4092634
2643,14,20710.1292539
2643,15,20701.3089561
2644,8,20676.4481167
2644,9,20671.1579381
2644,10,20666.8177915
2644,11,20650.2672327
2644,12,20639.3668647
2644,13,20668.5578503
2644,14,20674.6880573
2644,15,20661.8676244
2645,8,20663.4876791
2645,9,20677.6181562
2645,10,20748.6105532
2645,11,20703.9490452
2645,12,20692.3286529
2645,13,20725.2497644
2645,14,20718.7895463
2645,15,20726.7398147
2646,8,20701.038947
2646,9,20681.3582825
2646,10,20686.6984628
2646,11,20690.3385857
2646,12,20700.4689277
2646,13,20698.2288521
2646,14,20670.207906
2646,15,20662.6176497
2649,8,20665.8677595
2649,9,20670.8479276
2649,10,20587.9951302
2649,11,20559.2641601
2649,12,20593.5453176
2649,13,20598.9755009
2649,14,20635.9667499
2649,15,20653.3173357
2650,8,20635.6367388
2650,9,20642.0169542
2650,10,20653.1573303
2650,11,20691.6386296
2650,12,20654.3573708
2650,13,20674.918065
2650,14,20669.1578706
2650,15,20688.3685192
2651,8,20745.760457
2651,9,20838.0735738
2651,10,20860.4343288
2651,11,20821.6030177
2651,12,20844.4437889
2651,13,20854.694135
2651,14,20756.5108199
2651,15,20647.6871456
2652,8,20654.4673745
2652,9,20676.24811
2652,10,20680.188243
2652,11,20707.1891546
2652,12,20692.6386634
2652,13,20715.729443
2652,14,20653.977358
2652,15,20665.1477352
2653,8,20648.5071733
2653,9,20618.2961533
2653,10,20651.5172749
2653,11,20663.9076933
2653,12,20683.3183487
2653,13,20708.5291999
2653,14,20677.9481674
2653,15,20657.857489
2656,8,20668.9178625
2656,9,20711.8593123
2656,10,20726.0997931
2656,11,20667.6678202
2656,12,20703.5090304
2656,13,20712.0493187
2656,14,20699.528896
2656,15,20657.4774762
2657,8,20645.0170555
2657,9,20624.9963795
2657,10,20537.8634376
2657,11,20566.5244053
2657,12,20628.8965112
2657,13,20630.726573
2657,14,20638.9168495
2657,15,20653.9573573
2658,8,20638.6468404
2658,9,20621.5362627
2658,10,20595.955399
2658,11,20576.8447537
2658,12,20574.0646598
2658,13,20625.6264008
2658,14,20595.5353848
2658,15,20589.6351856
2659,8,20562.3842655
2659,9,20586.4350775
2659,10,20596.8654297
2659,11,20597.2754435
2659,12,20531.3432174
2659,13,20496.8920542
2659,14,20532.9532718
2659,15,20456.7206979
2663,8,20485.4416676
2663,9,20527.5530894
2663,10,20555.8740457
2663,11,20551.3638934
2663,12,20565.8143813
2663,13,20583.5049786
2663,14,20580.9748932
2663,15,20642.48697
2664,8,20562.0842553
2664,9,20596.2354084
2664,10,20544.393658
2664,11,20480.271493
2664,12,20482.5615703
2664,13,20518.3227778
2664,14,20522.3929152
2664,15,20521.232876
2665,8,20504.2123014
2665,9,20533.8533022
2665,10,20499.9021558
2665,11,20486.8017135
2665,12,20474.4312958
2665,13,20462.5808957
2665,14,20413.5992419
2665,15,20403.2288918
2666,8,20407.3690316
2666,9,20436.0900013
2666,10,20493.1019262
2666,11,20546.7537377
2666,12,20572.2245977
2666,13,20622.3262893
2666,14,20601.1355739
2666,15,20581.294904
2667,8,20578.7948196
2667,9,20572.9646227
2667,10,20570.5245403
2667,11,20588.7251548
2667,12,20561.5142361
2667,13,20573.0546257
2667,14,20582.214935
2667,15,20551.6339025
2670,8,20724.289732
2670,9,20760.9609702
2670,10,20763.7510644
2670,11,20742.0203307
2670,12,20759.680927
2670,13,20775.9914777
2670,14,20772.4013565
2670,15,20766.7511657
2671,8,20916.2162122
2671,9,20968.1279649
2671,10,20989.4686855
2671,11,21004.8492048
2671,12,20997.568959
2671,13,21013.9995137
2671,14,21002.4891251
2671,15,20997.1989465
2672,8,21010.659401
2672,9,21023.9498497
2672,10,21033.9301867
2672,11,21036.0002566
2672,12,21062.0711368
2672,13,21031.630109
2672,14,21026.0599209
2672,15,20980.1183698
2673,8,20991.8287652
2673,9,20984.4685167
2673,10,20955.6675442
2673,11,20948.5273031
2673,12,21006.18925
2673,13,20987.3186129
2673,14,20993.4788209
2673,15,20983.67849
2674,8,20985.5985548
2674,9,20969.017995
2674,10,20962.7177823
2674,11,20948.167291
2674,12,20952.0674227
2674,13,20942.747108
2674,14,20935.3068568
2674,15,20939.0569834
2677,8,20963.4378066
2677,9,20941.7670749
2677,10,20967.4879433
2677,11,20949.0073194
2677,12,20929.5366619
2677,13,20961.1277286
2677,14,20950.5273707
2677,15,20922.0064077
2678,8,20941.8970793
2678,9,20908.1659404
2678,10,20931.25672
2678,11,20938.7069716
2678,12,20944.8671796
2678,13,20939.8370097
2678,14,20927.6765991
2678,15,20947.1772576
2679,8,20915.706195
2679,9,20921.4963905
2679,10,20887.4652415
2679,11,20937.8169415
2679,12,20931.0767139
2679,13,20932.3267562
2679,14,20950.3973663
2679,15,20955.7875483
2680,8,20988.5386541
2680,9,20935.1268507
2680,10,20930.7767038
2680,11,20925.4365235
2680,12,20926.0865455
2680,13,20932.8867751
2680,14,20932.2067521
2680,15,20949.827347
2681,8,20929.746669
2681,9,20928.5166275
2681,10,20927.9166073
2681,11,20948.7473106
2681,12,20938.2869574
2681,13,20962.2377661
2681,14,20972.5481142
2681,15,21005.7992369
2684,8,20991.9687699
2684,9,20974.1181672
2684,10,20990.1387081
2684,11,20995.4788884
2684,12,21009.1293493
2684,13,21012.3594584
2684,14,21002.4891251
2684,15,21007.8693068
2685,8,21022.9898173
2685,9,21033.1801614
2685,10,21025.9599176
2685,11,21020.1497214
2685,12,20997.4689556
2685,13,20990.728728
2685,14,20991.7887638
2685,15,20976.3482425
2686,8,20959.1976634
2686,9,20928.5666292
2686,10,20941.8370773
2686,11,20953.8074814
2686,12,20958.7476482
2686,13,20943.0071168
2686,14,20919.3663186
2686,15,20941.8370773
2687,8,20926.4265569
2687,9,20827.2232075
2687,10,20835.8634992
2687,11,20858.0442481
2687,12,20887.7052496
2687,13,20910.376015
2687,14,20912.0260707
2687,15,20920.9463719
2688,8,20893.8954586
2688,9,20889.9853265
2688,10,20879.8549845
2688,11,20897.0055636
2688,12,20888.2252671
2688,13,20889.2053002
2688,14,20886.0951952
2688,15,20893.0754309
2691,8,20924.3364864
2691,9,20966.4479082
2691,10,20981.7384245
2691,11,20974.8681925
2691,12,20981.0284005
2691,13,20993.4888212
2691,14,20971.1380666
2691,15,20983.5084842
2692,8,20985.188541
2692,9,21022.7898105
2692,10,20954.9975216
2692,11,20996.4589215
2692,12,20990.728728
2692,13,20972.188102
2692,14,20969.0879974
2692,15,20978.7783245
2693,8,20846.8738709
2693,9,20761.0109719
2693,10,20695.0987464
2693,11,20743.4203779
2693,12,20743.5003806
2693,13,20693.7887022
2693,14,20662.7276534
2693,15,20611.8959372
2694,8,20580.3448719
2694,9,20569.1044924
2694,10,20653.7173492
2694,11,20620.4762269
2694,12,20641.7069437
2694,13,20655.7574181
2694,14,20712.4993339
2694,15,20662.9576612
2695,8,20698.9788774
2695,9,20745.5204489
2695,10,20779.851608
2695,11,20800.7423134
2695,12,20835.2234776
2695,13,20833.1234067
2695,14,20841.2136798
